"","X","mt_id","institution_code","collection_code","specimen_id","authority","taxonomy_notes","morphospecies","species","subgenus","genus","subtribe","tribe","subfamily","family","superfamily","infraorder","suborder","order","class","ncbi_may_edit","ncbi_search_success","ncbi_species","ncbi_id_rank","ncbi_taxid","variant_status","chimera_notes","traptype","dev_stage","site","locality","subregion","country","latitude","longitude","size","feeding_behaviour","habitat","habitat_stratum","authors","library","datasubmitter","projectname","genbank_accession","notes","contigname"
"BIOD00428",3867,"BIOD00428","BMNH",NA,"1426373","","","SF_Nit24","","","","","","","Nitidulidae","Cucujoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",116151,"","","FIT1","Adult","P5","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_749_D04","Darren Yeo","","","",""
"BIOD00429",3868,"BIOD00429","BMNH",NA,"1733025","","","MS2188","","","","","","","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",122835,"","","FIT1","Adult","PC","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP23_G02","Darren Yeo","","","",""
"BIOD00430",3869,"BIOD00430","BMNH",NA,"1732721","","","MS1882","","","","","","Scarabaeinae","Scarabaeidae","Scarabaeoidea","Scarabaeiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",41142,"","","FIT1","Adult","PA","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP20_E10","Darren Yeo","","","",""
"BIOD00431",3870,"BIOD00431","BMNH",NA,"1426131","","","SF_Staph21","","","","","","Aleocharinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",135860,"","","FIT1","Adult","P7","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_746_H02","Darren Yeo","","","",""
"BIOD00432",3871,"BIOD00432","BMNH",NA,"1731920","","","MS1081","","","","","","Aleocharinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",135860,"","","WINKLER","Adult","PC","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP12_C01","Darren Yeo","","","",""
"BIOD00433",3872,"BIOD00433","BMNH",NA,"1721182","","","CH_Curc138","","","","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",55867,"","","FIT1","Adult","P1","Cerro Hoya","","Panama",NA,NA,NA,NA,"","","","BIBC_762_G09","Darren Yeo","","","",""
"BIOD00435",3873,"BIOD00435","BMNH",NA,"1425817","","","FG_143","","","","","","","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",29026,"","","LL","Adult","P2","Noragues","","French Guiana",NA,NA,NA,NA,"","","","BIBC_733_F06","Darren Yeo","","","",""
"BIOD00436",3874,"BIOD00436","BMNH",NA,"1733028","","","MS2191","","","","","","","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",7042,"","","FIT1","Adult","PC","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP23_G05","Darren Yeo","","","",""
"BIOD00437",3875,"BIOD00437","BMNH",NA,"1427229","","","CH_Phen3","","","","","","","Cantharidae","Elateroidea","Elateriformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",41097,"","","FIT1","Adult","P1","Cerro Hoya","","Panama",NA,NA,NA,NA,"","","","BIBC_758_C07","Darren Yeo","","","",""
"BIOD00438",3876,"BIOD00438","BMNH",NA,"1723487","","","MS558","","","","","","","Aderidae","Tenebrionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",219441,"","","BEATING","Adult","PA","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP06_G06","Darren Yeo","","","",""
"BIOD00439",3877,"BIOD00439","BMNH",NA,"1723600","","","MS671","","","Cerobates","","","","Brentidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",122754,"","","BEATING","Adult","PC","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP07_H11","Darren Yeo","","","",""
"BIOD00440",3878,"BIOD00440","BMNH",NA,"1723511","","","MS582","","","","","Lagriini","Lagriinae","Tenebrionidae","Tenebrionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",1272142,"","","BEATING","Adult","PC","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP07_A06","Darren Yeo","","","",""
"BIOD00441",3879,"BIOD00441","",NA,"","","","","","","","","","","","","","","Coleoptera","Insecta",NA,TRUE,"","order",7041,"","","","","","","","",NA,NA,NA,NA,"","","","","Darren Yeo","","","",""
"BIOD00442",3880,"BIOD00442","BMNH",NA,"1733290","","","MS2453","","","Perigona","","Perigonini","Lebiinae","Carabidae","Caraboidea","","Adephaga","Coleoptera","Insecta",TRUE,TRUE,"","tribe",170255,"","","FIT1","Adult","PC","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP26_E03","Darren Yeo","","","",""
"BIOD00443",3881,"BIOD00443","BMNH",NA,"1426931","","","SF_Ten6","","","","","","","Tenebrionidae","Tenebrionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",7065,"","","SLAM1","Adult","P1","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_755_B09","Darren Yeo","","","",""
"BIOD00444",3882,"BIOD00444","BMNH",NA,"1732045","","","MS1206","","","Dolichostyrax","","","Lamiinae","Cerambycidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",79514,"","","WINKLER","Adult","PA","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP13_E06","Darren Yeo","","","",""
"BIOD00445",3883,"BIOD00445","BMNH",NA,"1275212","","","P8FITStaph10","","","","","","","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",29026,"","","FIT","Adult","P8","Noragues","","French Guiana",NA,NA,NA,NA,"","","","BIBC_783_F09","Darren Yeo","","","",""
"BIOD00446",3884,"BIOD00446","",NA,"","","","","","","","","","","","","","","Coleoptera","Insecta",NA,TRUE,"","order",7041,"","","","","","","","",NA,NA,NA,NA,"","","","","Darren Yeo","","","",""
"BIOD00447",3885,"BIOD00447","BMNH",NA,"1687214","","","CH_Cocc6","","","","","","","Coccinellidae","Coccinelloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",FALSE,TRUE,"","family",7080,"","","MALAISE1","Adult","P1","Cerro Hoya","","Panama",NA,NA,NA,NA,"","","","BIBC_761_D01","Darren Yeo","","","",""
"BIOD00448",3886,"BIOD00448","",NA,"","","","","","","","","","","","","","","Coleoptera","Insecta",NA,TRUE,"","order",7041,"","","","","","","","",NA,NA,NA,NA,"","","","","Darren Yeo","","","",""
"BIOD00449",3887,"BIOD00449","",NA,"","","","MS1046","","","","","","","Hydrophilidae","Hydrophiloidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",41102,"","","WINKLER","Adult","PB","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP11_H02","Darren Yeo","","","",""
"BIOD00450",3888,"BIOD00450","BMNH",NA,"1687273","","","CH_Curc115","","","","","","Conoderinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",167476,"","","MALAISE2","Adult","P1","Cerro Hoya","","Panama",NA,NA,NA,NA,"","","","BIBC_761_H12","Darren Yeo","","","",""
"BIOD00451",3889,"BIOD00451","BMNH",NA,"1426443","","","SF_Curc128","","","","","","Molytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",54544,"","","FIT","Adult","P1","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_751_B01","Darren Yeo","","","",""
"BIOD00452",3890,"BIOD00452","BMNH",NA,"1722931","","","MS02","","","","","Lamiini","Lamiinae","Cerambycidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","tribe",192383,"","","MALAISE","Adult","PB","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP01_A02","Darren Yeo","","","",""
"BIOD00453",3891,"BIOD00453","BMNH",NA,"1721539","","","SF_Euc24","","","","","","","Eucnemidae","Elateroidea","Elateriformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",195229,"","","MALAISE2","Adult","P1","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_766_E06","Darren Yeo","","","",""
"BIOD00454",3892,"BIOD00454","BMNH",NA,"1723127","","species was ""Lycocerus baluensis?""","MS198","","","","","","Cantharinae","Cantharidae","Elateroidea","Elateriformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",433502,"","","BEATING","Adult","PB","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP03_A06","Darren Yeo","","","",""
"BIOD00455",3893,"BIOD00455","BMNH",NA,"1721542","","","SF_Nit64","","","","","","","Nitidulidae","Cucujoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",116151,"","","FIT2","Adult","P1","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_766_E09","Darren Yeo","","","",""
"BIOD00456",3894,"BIOD00456","BMNH",NA,"1426438","","","SF_Chrys9","","","","","","Cassidinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",107219,"","","FIT1","Adult","P1","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_750_A08","Darren Yeo","","","",""
"BIOD00457",3895,"BIOD00457","BMNH",NA,"1732486","","","MS1647","","","","","","Staphylininae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",82886,"","","FIT2","Adult","PB","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP18_B03","Darren Yeo","","","",""
"BIOD00458",3896,"BIOD00458","",NA,"","","","","","","","","","","","","","","Coleoptera","Insecta",NA,TRUE,"","order",7041,"","","","","","","","",NA,NA,NA,NA,"","","","","Darren Yeo","","","",""
"BIOD00459",3897,"BIOD00459","BMNH",NA,"1732263","","","MS1424","","","","","","","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",7042,"","Likely chimera with BIOD02722 -  leave for now","BEATING","Adult","PD","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP15_G08","Darren Yeo","","","",""
"BIOD00460",3898,"BIOD00460","BMNH",NA,"1733146","","","MS2309","","","","","","","Ciidae","Tenebrionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",219428,"","","FIT1","Adult","PC","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP25_A03","Darren Yeo","","","",""
"BIOD00461",3899,"BIOD00461","BMNH",NA,"1687230","","","CH_Mord19","","","","","","","Mordellidae","Tenebrionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",219430,"","","MALAISE2","Adult","P1","Cerro Hoya","","Panama",NA,NA,NA,NA,"","","","BIBC_761_E05","Darren Yeo","","","",""
"BIOD00462",3900,"BIOD00462","BMNH",NA,"1426134","","","SF_UNK2","","","","","","","Nitidulidae","Cucujoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",116151,"","","FIT1","Adult","P7","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_746_H05","Darren Yeo","","","",""
"BIOD00463",3901,"BIOD00463","BMNH",NA,"1723863","","","MS934","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","BEATING","Adult","PD","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP10_F10","Darren Yeo","","","",""
"BIOD00464",3902,"BIOD00464","BMNH",NA,"1733603","","","MS2766","","","","","","Scarabaeinae","Scarabaeidae","Scarabaeoidea","Scarabaeiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",41142,"","","FIT1","Adult","PB","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP29_G04","Darren Yeo","","","",""
"BIOD00465",3903,"BIOD00465","BMNH",NA,"1427236","","","CH_Curc54","","","","","","","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",7042,"","","FIT1","Adult","P1","Cerro Hoya","","Panama",NA,NA,NA,NA,"","","","BIBC_758_D02","Darren Yeo","","","",""
"BIOD00466",3904,"BIOD00466","BMNH",NA,"1426285","","","SF_Hist17","","","Trypanaeus","","","","Histeridae","Histeroidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",110043,"","","FIT2","Adult","P1","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_748_E01","Darren Yeo","","","",""
"BIOD00467",3905,"BIOD00467","BMNH",NA,"1426577","","","SF_Curc138","","","Eubulus","","","Cryptorhychinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",7042,"","","MALAISE2","Adult","P1","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_751_E03","Darren Yeo","","","",""
"BIOD00468",3906,"BIOD00468","BMNH",NA,"1723136","","","MS207","","","Drilaster","","","Ototretinae","Lampyridae","Elateroidea","Elateriformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",433517,"","","BEATING","Adult","PB","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP03_B03","Darren Yeo","","","",""
"BIOD00469",3907,"BIOD00469","BMNH",NA,"1723316","","","MS387","","","","","","","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",7042,"","","BEATING","Adult","PA","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP05_A03","Darren Yeo","","","",""
"BIOD00470",3908,"BIOD00470","BMNH",NA,"1733178","","","MS2341","","","","","","Tachyporinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",82876,"","","FIT1","Adult","PC","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP25_C11","Darren Yeo","","","",""
"BIOD00471",3909,"BIOD00471","BMNH",NA,"1733345","","","MS2508","","","","","","","Corylophidae","Coccinelloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",FALSE,TRUE,"","family",196998,"","","FIT1","Adult","PC","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP27_A10","Darren Yeo","","","",""
"BIOD00472",3910,"BIOD00472","BMNH",NA,"1274204","","","P1FIT1Staph32","","","","","","","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",29026,"","","FIT1","Adult","P1","Noragues","","French Guiana",NA,NA,NA,NA,"","","","BIBC_777_D06","Darren Yeo","","","",""
"BIOD00473",3911,"BIOD00473","BMNH",NA,"1732470","","","MS1633","","","Holotrochus","","","Osoriinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",295624,"","","FIT2","Adult","PB","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP18_A01","Darren Yeo","","","",""
"BIOD00474",3912,"BIOD00474","BMNH",NA,"1721745","","","CH_Curc217","","","","","","","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",7042,"","","FIT1","Adult","P1","Cerro Hoya","","Panama",NA,NA,NA,NA,"","","","BIBC_768_F08","Darren Yeo","","","",""
"BIOD00475",3913,"BIOD00475","BMNH",NA,"1723790","","","MS861","","","","","Tracheini","","Buprestidae","Buprestoidea","Elateriformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",50527,"","","BEATING","Adult","PD","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP09_H09","Darren Yeo","","","",""
"BIOD00476",3914,"BIOD00476","BMNH",NA,"1721592","","","SF_Chrys163","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","MALAISE1","Adult","P1","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_767_A11","Darren Yeo","","","",""
"BIOD00477",3915,"BIOD00477","BMNH",NA,"1732264","","","MS1425","","","","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",55867,"","","BEATING","Adult","PD","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP15_G09","Darren Yeo","","","",""
"BIOD00478",3916,"BIOD00478","BMNH",NA,"1274466","","","41Scoly20","","","","","","","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",7042,"","","FIT1","Adult","P4","Noragues","","French Guiana",NA,NA,NA,NA,"","","","BIBC_776_A02","Darren Yeo","","","",""
"BIOD00479",3917,"BIOD00479","BMNH",NA,"1275003","","","P5FIT1Nit19","","","","","","","Nitidulidae","Cucujoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",116151,"","","FIT1","Adult","P5","Noragues","","French Guiana",NA,NA,NA,NA,"","","","BIBC_776_E01","Darren Yeo","","","",""
"BIOD00480",3918,"BIOD00480","BMNH",NA,"1723541","","","MS612","","","Dercetina","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","BEATING","Adult","PC","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP07_C12","Darren Yeo","","","",""
"BIOD00482",3919,"BIOD00482","BMNH",NA,"1274929","","","P5FIT1Scol18","","","","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",55867,"","","FIT1","Adult","P5","Noragues","","French Guiana",NA,NA,NA,NA,"","","","BIBC_771_E04","Darren Yeo","","","",""
"BIOD00483",3920,"BIOD00483","BMNH",NA,"1733101","","","MS2264","","","","","","","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",122835,"","","FIT1","Adult","PC","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP24_E06","Darren Yeo","","","",""
"BIOD00484",3921,"BIOD00484","BMNH",NA,"1721418","","","SF_Lang4","","","","","","Languriinae","Erotylidae","Cucujoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",196991,"","","MALAISE1","Adult","P5","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_765_C05","Darren Yeo","","","",""
"BIOD00485",3922,"BIOD00485","BMNH",NA,"1426394","","","SF_Platy9","","","","","","","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",122835,"","","FIT1","Adult","P6","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_749_F01","Darren Yeo","","","",""
"BIOD00486",3923,"BIOD00486","BMNH",NA,"1723206","","","MS277","","","","","","Pselaphinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",66544,"","","BEATING","Adult","PB","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP03_H01","Darren Yeo","","","",""
"BIOD00487",3924,"BIOD00487","BMNH",NA,"1723659","","","MS730","","","","","","Scolytinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",55867,"","","BEATING","Adult","PC","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP08_E10","Darren Yeo","","","",""
"BIOD00488",3925,"BIOD00488","BMNH",NA,"1426396","","","SF_Curc89","","","","","","Cossoninae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",122827,"","","FIT1","Adult","P6","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_749_F03","Darren Yeo","","","",""
"BIOD00489",3926,"BIOD00489","BMNH",NA,"1721292","","","CH_Curc178","","","","","","Conoderinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",167476,"","","MALAISE1","Adult","P1","Cerro Hoya","","Panama",NA,NA,NA,NA,"","","","BIBC_763_H11","Darren Yeo","","","",""
"BIOD00490",3927,"BIOD00490","BMNH",NA,"1426819","","","SF_Curc176","","","","","","Conoderinae","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",167476,"","","MALAISE1","Adult","P1","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_754_A05","Darren Yeo","","","",""
"BIOD00491",3928,"BIOD00491","BMNH",NA,"1425725","","","FG_50","","","","","","","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",29026,"","","LL","Adult","P4","Noragues","","French Guiana",NA,NA,NA,NA,"","","","BIBC_732_B07","Darren Yeo","","","",""
"BIOD00492",3929,"BIOD00492","BMNH",NA,"1425913","","","FG_237","","","","","","","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",29026,"","","LL","Adult","P2","Noragues","","French Guiana",NA,NA,NA,NA,"","","","BIBC_734_E06","Darren Yeo","","","",""
"BIOD00493",3930,"BIOD00493","BMNH",NA,"1687078","","","CH_Lei4","","","","","","","Leiodidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",66535,"","","FIT1","Adult","P1","Cerro Hoya","","Panama",NA,NA,NA,NA,"","","","BIBC_759_H09","Darren Yeo","","","",""
"BIOD00494",3931,"BIOD00494","",NA,"","","","","","","","","","","","","","","Coleoptera","Insecta",NA,TRUE,"","order",7041,"","","","","","","","",NA,NA,NA,NA,"","","","","Darren Yeo","","","",""
"BIOD00495",3932,"BIOD00495","BMNH",NA,"1687172","","","CH_Carab12","","","Lebia","","Lebiini","Lebiinae","Carabidae","Caraboidea","","Adephaga","Coleoptera","Insecta",TRUE,TRUE,"","tribe",60751,"","","MALAISE2","Adult","P1","Cerro Hoya","","Panama",NA,NA,NA,NA,"","","","BIBC_760_H07","Darren Yeo","","","",""
"BIOD00496",3933,"BIOD00496","BMNH",NA,"1723275","","","MS346","","","Pachymesiosilis","","","Silinae","Cantharidae","Elateroidea","Elateriformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",433504,"","","BEATING","Adult","PA","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP04_E10","Darren Yeo","","","",""
"BIOD00497",3934,"BIOD00497","BMNH",NA,"1723391","","","MS462","","","","","Carphurini","Malachiinae","Melyridae","Cleroidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",353826,"","","BEATING","Adult","PA","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP05_G06","Darren Yeo","","","",""
"BIOD00498",3935,"BIOD00498","BMNH",NA,"1426127","","","SF_Staph20","","","","","","Paederinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",82885,"","","FIT1","Adult","P7","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_746_G10","Darren Yeo","","","",""
"BIOD00499",3936,"BIOD00499","BMNH",NA,"1721590","","","SF_Curc311","","","","","","","Curculionidae","Curculionoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",7042,"","","MALAISE1","Adult","P1","Santa Fe","","Panama",NA,NA,NA,NA,"","","","BIBC_767_A09","Darren Yeo","","","",""
"BIOD00500",3937,"BIOD00500","BMNH",NA,"1687251","","","CH_Chrys21","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","MALAISE2","Adult","P1","Cerro Hoya","","Panama",NA,NA,NA,NA,"","","","BIBC_761_G02","Darren Yeo","","","",""
"BIOD00501",3938,"BIOD00501","BMNH",NA,"1425840","","","FG_167","","","","","","","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",29026,"","","LL","Adult","P4","Noragues","","French Guiana",NA,NA,NA,NA,"","","","BIBC_733_E09","Darren Yeo","","","",""
"BIOD00502",3939,"BIOD00502","BMNH",NA,"1723001","","","MS72","","","","","","Aleocharinae","Staphylinidae","Staphylinoidea","Staphyliniformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",135860,"","","MALAISE","Adult","PB","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP01_F12","Darren Yeo","","","",""
"BIOD00503",3940,"BIOD00503","BMNH",NA,"1732816","","","MS1978","","","","","","","Rhagophthalmidae","Elateroidea","Elateriformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",71489,"","","FIT1","Adult","PA","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP21_E09","Darren Yeo","","","",""
"BIOD00504",3941,"BIOD00504","BMNH",NA,"1723460","","","MS531","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","BEATING","Adult","PA","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP06_E03","Darren Yeo","","","",""
"BIOD00505",3942,"BIOD00505","BMNH",NA,"1733344","","","MS2507","","","","","","","Corylophidae","Coccinelloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",FALSE,TRUE,"","family",196998,"","","FIT1","Adult","PC","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP27_A09","Darren Yeo","","","",""
"BIOD00506",3943,"BIOD00506","BMNH",NA,"1732291","","","MS1452","","","","","","","Erotylidae","Cucujoidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",196992,"","","BEATING","Adult","PD","Poring","Sabah","Malaysia",NA,NA,NA,NA,"","","","BIBC_BIP16_A12","Darren Yeo","","","",""
